direction,entry_date,entry_fill,entry_theo,exit_date,exit_fill,exit_theo,extras,hold,hold_days,instrument,lookback,mode,n_roll_nights,overnight_points,points,points_after_cost,rv20,session_points,signal_date,signal_ret,status,vol_weight,weekend_points,year
LONG,2010-06-15,1847.25,1847.0,2010-06-15,1891.5,1891.75,{},1,1,NQ,5,fixed_hold,0,0.0,44.25,44.05,,44.75,2010-06-14,0.027971054828834108,ENTERED,,0.0,2010
LONG,2010-06-16,1890.25,1890.0,2010-06-16,1901.75,1902.0,{},1,1,NQ,5,fixed_hold,0,0.0,11.5,11.3,,12.0,2010-06-15,0.05492820298341017,ENTERED,,0.0,2010
LONG,2010-06-17,1901.0,1900.75,2010-06-17,1909.0,1909.25,{},1,1,NQ,5,fixed_hold,0,0.0,8.0,7.8,,8.5,2010-06-16,0.06959088991986495,ENTERED,,0.0,2010
LONG,2010-06-18,1908.75,1908.5,2010-06-18,1908.5,1908.75,{},1,1,NQ,5,fixed_hold,0,0.0,-0.25,-0.45,,0.25,2010-06-17,0.046737938596491224,ENTERED,,0.0,2010
LONG,2010-06-21,1932.5,1932.25,2010-06-21,1900.0,1900.25,{},1,1,NQ,5,fixed_hold,0,0.0,-32.5,-32.7,,-32.0,2010-06-18,0.035113882863340384,ENTERED,,0.0,2010
LONG,2010-06-22,1901.0,1900.75,2010-06-22,1880.25,1880.5,{},1,1,NQ,5,fixed_hold,0,0.0,-20.75,-20.95,,-20.25,2010-06-21,0.02896981183159575,ENTERED,,0.0,2010
SHORT,2010-06-23,1880.5,1880.75,2010-06-23,1867.25,1867.0,{},1,1,NQ,5,fixed_hold,0,0.0,13.25,13.05,,13.75,2010-06-22,-0.005946874587022477,ENTERED,,0.0,2010
SHORT,2010-06-24,1868.75,1869.0,2010-06-24,1849.0,1848.75,{},1,1,NQ,5,fixed_hold,0,0.0,19.75,19.55,,20.25,2010-06-23,-0.018401682439537215,ENTERED,,0.0,2010
SHORT,2010-06-25,1848.75,1849.0,2010-06-25,1839.75,1839.5,{},1,1,NQ,5,fixed_hold,0,0.0,9.0,8.8,,9.5,2010-06-24,-0.03168783553751464,ENTERED,,0.0,2010
SHORT,2010-06-28,1840.75,1841.0,2010-06-28,1833.75,1833.5,{},1,1,NQ,5,fixed_hold,0,0.0,7.0,6.8,,7.5,2010-06-25,-0.03628028814669293,ENTERED,,0.0,2010
SHORT,2010-06-29,1835.25,1835.5,2010-06-29,1762.0,1761.75,{},1,1,NQ,5,fixed_hold,0,0.0,73.25,73.05,0.011262262543067695,73.75,2010-06-28,-0.03512695697934476,ENTERED,1.0,0.0,2010
SHORT,2010-06-30,1764.25,1764.5,2010-06-30,1735.0,1734.75,{},1,1,NQ,5,fixed_hold,0,0.0,29.25,29.05,0.014871412152606634,29.75,2010-06-29,-0.06314809890986428,ENTERED,1.0,0.0,2010
SHORT,2010-07-01,1737.25,1737.5,2010-07-01,1730.0,1729.75,{},1,1,NQ,5,fixed_hold,0,0.0,7.25,7.05,0.014805880601590155,7.75,2010-06-30,-0.07083556507766464,ENTERED,1.0,0.0,2010
SHORT,2010-07-02,1732.5,1732.75,2010-07-02,1721.0,1720.75,{},1,1,NQ,5,fixed_hold,0,0.0,11.5,11.3,0.014365488556574863,12.0,2010-07-01,-0.06436781609195397,ENTERED,1.0,0.0,2010
SHORT,2010-07-05,1722.0,1722.25,2010-07-05,1713.75,1713.5,{},1,1,NQ,5,fixed_hold,0,0.0,8.25,8.05,0.013980030383445419,8.75,2010-07-02,-0.06455558575699905,ENTERED,1.0,0.0,2010
SHORT,2010-07-06,1713.25,1713.5,2010-07-06,1736.0,1735.75,{},1,1,NQ,5,fixed_hold,0,0.0,-22.75,-22.95,0.013614817299748859,-22.25,2010-07-05,-0.06544859558221972,ENTERED,1.0,0.0,2010
SHORT,2010-07-07,1734.25,1734.5,2010-07-07,1788.5,1788.25,{},1,1,NQ,5,fixed_hold,0,0.0,-54.25,-54.45,0.014036754588086687,-53.75,2010-07-06,-0.014758053072229438,ENTERED,1.0,0.0,2010
LONG,2010-07-08,1788.25,1788.0,2010-07-08,1794.75,1795.0,{},1,1,NQ,5,fixed_hold,0,0.0,6.5,6.3,0.015614399049681546,7.0,2010-07-07,0.030840178700100696,ENTERED,1.0,0.0,2010
LONG,2010-07-09,1793.5,1793.25,2010-07-09,1811.5,1811.75,{},1,1,NQ,5,fixed_hold,0,0.0,18.0,17.8,0.014469620459711072,18.5,2010-07-08,0.03772221419280242,ENTERED,1.0,0.0,2010
LONG,2010-07-12,1808.75,1808.5,2010-07-12,1824.25,1824.5,{},1,1,NQ,5,fixed_hold,0,0.0,15.5,15.3,0.01440477119515339,16.0,2010-07-09,0.05288391689670213,ENTERED,1.0,0.0,2010
LONG,2010-07-13,1825.5,1825.25,2010-07-13,1861.75,1862.0,{},1,1,NQ,5,fixed_hold,0,0.0,36.25,36.05,0.01450389882254782,36.75,2010-07-12,0.06477969069156697,ENTERED,1.0,0.0,2010
LONG,2010-07-14,1863.75,1863.5,2010-07-14,1853.0,1853.25,{},1,1,NQ,5,fixed_hold,0,0.0,-10.75,-10.95,0.014181172310833602,-10.25,2010-07-13,0.07273512890681277,ENTERED,1.0,0.0,2010
LONG,2010-07-15,1851.75,1851.5,2010-07-15,1854.25,1854.5,{},1,1,NQ,5,fixed_hold,0,0.0,2.5,2.3,0.01413194352627614,3.0,2010-07-14,0.03634838529288453,ENTERED,1.0,0.0,2010
